,PMID,TITLE,File,Article Citation,Accession ID,Last Updated (YYYY-MM-DD HH:MM:SS),License
29112,32161562,Effect of nitric oxide synthase inhibitors in acute lung injury due to blunt lung trauma in rats.,oa_package/02/1c/PMC7054235.tar.gz,Front Psychol. 2020 Feb 26; 11:317,PMC7054235,3/18/2020 12:56,CC BY
29113,32083109,T1 and T2 mapping of articular cartilage and menisci in early osteoarthritis of the knee using 3-Tesla magnetic resonance imaging.,oa_package/62/78/PMC7006032.tar.gz,Front Vet Sci. 2020 Jan 31; 7:33,PMC7006032,2/22/2020 19:56,CC BY
29115,32082454,Digital Microfluidic Platform to Maximize Diagnostic Tests with Low Sample Volumes from Newborns and Pediatric Patients.,oa_package/3b/bc/PMC7016502.tar.gz,Pol J Radiol. 2019 Dec 18; 84:e549-e564,PMC7016502,2/22/2020 19:33,CC BY-NC-ND
29116,31956379,Hypofibrinolysis induced by tranexamic acid does not influence inflammation and mortality in a polymicrobial sepsis model.,oa_package/d0/ff/PMC6957801.tar.gz,Jpn Dent Sci Rev. 2020 Dec 10; 56(1):56-61,PMC6957801,1/21/2020 21:56,CC BY-NC-ND
29117,31834907,Vanishing white matter disease imaged over 3 years.,oa_package/de/20/PMC6910697.tar.gz,PLoS One. 2019 Dec 13; 14(12):e0226425,PMC6910697,12/27/2019 19:18,CC BY
29119,31754523,Altered Expression of Heat Shock Protein-27 and Monocyte Chemoattractant Protein-1 after Acute Spinal Cord Injury: A Pilot Study.,oa_package/9d/ca/PMC6837801.tar.gz,SA J Radiol. 2019 Feb 27; 23(1):1661,PMC6837801,11/23/2019 21:56,CC BY
29120,26834411,Urinothorax: Case report and systematic review of the literature.,oa_package/e9/e0/PMC4719522.tar.gz,Urol Ann. 2016 Jan-Mar; 8(1):91-94,PMC4719522,2/3/2016 17:38,CC BY-NC-SA
29121,22117761,Follistatin-like protein 1: a serum biochemical marker reflecting the severity of joint damage in patients with osteoarthritis.,oa_package/4b/a1/PMC3334643.tar.gz,Arthritis Res Ther. 2011 Nov 25; 13(6):R193,PMC3334643,4/24/2012 20:21,CC BY
29123,32435463,"Can joint fluid metabolic profiling (or ""metabonomics"") reveal biomarkers for osteoarthritis and inflammatory joint disease?: A systematic review.",oa_package/7c/b2/PMC7229296.tar.gz,Bone Joint Res. 2020 May 16; 9(3):108-119,PMC7229296,5/22/2020 20:37,CC BY-NC-ND
29125,32268604,Extracellular Vesicle Biomarkers Reveal Inhibition of Neuroinflammation by Infliximab in Association with Antidepressant Response in Adults with Bipolar Depression.,oa_package/09/82/PMC7226726.tar.gz,Cells. 2020 Apr 6; 9(4):895,PMC7226726,5/18/2020 20:39,CC BY
29126,32257339,Urinary suPAR: a non-invasive biomarker of infection and tissue inflammation for use in studies of large free-ranging mammals.,oa_package/a7/3a/PMC7062102.tar.gz,R Soc Open Sci. 2020 Feb 12; 7(2):191825,PMC7062102,4/8/2020 20:35,CC BY
29128,32174062,Can Calprotectin Show Subclinical Inflammation in Familial Mediterranean Fever Patients?,oa_package/1a/7f/PMC7073319.tar.gz,J Korean Med Sci. 2020 Feb 3; 35(10):e63,PMC7073319,3/20/2020 20:33,CC BY-NC
29131,32103969,"SEPSIS. Educational and Best Practice Frontiers. Beyond the Boundaries of Fatality, Enhancing Clinical Skills and Precision Medicine.",oa_package/6a/93/PMC7024868.tar.gz,Ther Clin Risk Manag. 2020 Feb 12; 16:87-93,PMC7024868,2/28/2020 19:33,CC BY-NC
29132,32099721,Impact of age on host responses to diet-induced obesity: Development of joint damage and metabolic set points.,oa_package/14/8e/PMC7031772.tar.gz,J Sport Health Sci. 2020 Mar 15; 9(2):132-139,PMC7031772,2/27/2020 17:56,CC BY-NC-ND
29133,32098997,FKBP5-associated miRNA signature as a putative biomarker for PTSD in recently traumatized individuals.,oa_package/4f/6e/PMC7042218.tar.gz,Sci Rep. 2020 Feb 25; 10:3353,PMC7042218,3/3/2020 19:56,CC BY
29136,30390679,"CSF sTREM2 in delirium-relation to Alzheimer's disease CSF biomarkers Aβ42, t-tau and p-tau.",oa_package/36/fd/PMC6215363.tar.gz,J Neuroinflammation. 2018 Nov 3; 15:304,PMC6215363,3/18/2020 12:56,CC BY
29137,25848535,Metabolite profiling in posttraumatic stress disorder.,oa_package/14/f3/PMC4367823.tar.gz,J Mol Psychiatry. 2015 Feb 8; 3(1):2,PMC4367823,4/8/2015 14:55,CC BY
29138,29545838,A morphological and biochemical evaluation of the effects of quercetin on experimental sciatic nerve damage in rats.,oa_package/25/a7/PMC5841083.tar.gz,Exp Ther Med. 2018 Apr 31; 15(4):3215-3224,PMC5841083,3/28/2018 0:21,CC BY-NC-ND
29139,28107442,Comparison of Various Indices of Energy Metabolism in Recumbent and Healthy Dairy Cows.,oa_package/70/cc/PMC5249055.tar.gz,PLoS One. 2017 Jan 20; 12(1):e0169716,PMC5249055,2/7/2019 17:56,CC BY
29140,26675817,The WOMED model of benign thyroid disease: Acquired magnesium deficiency due to physical and psychological stressors relates to dysfunction of oxidative phosphorylation.,oa_package/12/e7/PMC4661500.tar.gz,BBA Clin. 2014 Nov 12; 3:44-64,PMC4661500,4/11/2017 15:43,CC BY
29141,26546467,Clinical characteristics of epilepsy of unknown origin in the Rottweiler breed.,oa_package/b3/ae/PMC4636809.tar.gz,Acta Vet Scand. 2015 Nov 6; 57:75,PMC4636809,11/9/2015 12:41,CC BY
29142,25206067,Non-Hyperammonemic valproate encephalopathy.,oa_package/aa/e9/PMC4117157.tar.gz,Ann Neurosci. 2014 Apr; 21(2):76-79,PMC4117157,10/23/2014 11:07,CC BY-NC-ND
29144,23633850,Reversal of dental fluorosis: A clinical study.,oa_package/d2/d4/PMC3633264.tar.gz,J Nat Sci Biol Med. 2013 Jan-Jun; 4(1):138-144,PMC3633264,5/2/2013 20:33,CC BY-NC-SA
29145,32201736,A Comparative Study of Injury Severity Scales as Predictors of Mortality in Trauma Patients: Which Scale Is the Best?,oa_package/e0/bd/PMC7066640.tar.gz,Trauma Surg Acute Care Open. 2020 Mar 10; 5(1):e000405,PMC7066640,3/24/2020 22:56,CC BY-NC
29147,32166263,Rotational thromboelastometry (ROTEM) parameters in dogs with haemoperitoneum and their associations with clinical and laboratory signs.,oa_package/7e/99/PMC7063915.tar.gz,Crit Care Explor. 2019 Jun 26; 1(6):e0019,PMC7063915,3/18/2020 12:56,CC BY-NC-ND
29150,30886728,Use of a subcutaneous ureteral bypass device for treatment of bilateral proximal ureteral injury in a 9-month-old cat.,oa_package/1d/b1/PMC6415474.tar.gz,JFMS Open Rep. 2019 Mar 11; 5(1):2055116919831856,PMC6415474,3/20/2019 16:56,CC BY-NC
29152,29628663,Distribution of Laboratory Parameters in Trauma Population.,oa_package/6c/53/PMC5852909.tar.gz,J Emerg Trauma Shock. 2018 Jan-Mar; 11(1):10-14,PMC5852909,4/10/2018 19:55,CC BY-NC-SA
29155,26283194,Assessment of urinary kidney injury molecule-1 and interleukin-18 in the early post-burn period to predict acute kidney injury for various degrees of burn injury.,oa_package/7e/f2/PMC4538745.tar.gz,BMC Nephrol. 2015 Aug 18; 16:142,PMC4538745,8/19/2015 15:00,CC BY
29168,24512950,The value of Serum BNP for diagnosis of intracranial injury in minor head trauma.,oa_package/34/3d/PMC3922242.tar.gz,World J Emerg Surg. 2014 Feb 10; 9:16,PMC3922242,10/14/2014 5:38,CC BY
29169,28128005,Isolated metaphyseal injury influences unrelated bones.,oa_package/22/38/PMC5385120.tar.gz,Acta Orthop. 2017 Apr 27; 88(2):22318-230,PMC5385120,4/12/2017 20:08,CC BY-NC
29170,27733201,Activation of the hypothalamic-pituitary-adrenal (HPA) axis contributes to the immunosuppression of mice infected with Angiostrongylus cantonensis.,oa_package/0a/cd/PMC5062856.tar.gz,J Neuroinflammation. 2016 Oct 12; 13:266,PMC5062856,10/17/2016 20:08,CC BY
29174,31616411,Imbalance of Circulating Innate Lymphoid Cell Subpopulations in Patients With Septic Shock.,oa_package/ce/66/PMC6763762.tar.gz,Front Immunol. 2019 Sep 20; 10:2179,PMC6763762,10/17/2019 20:18,CC BY
29178,29923220,Immunophenotypes and clinical features of lymphocytes in the labial gland of primary Sjogren's syndrome patients.,oa_package/ef/57/PMC6282844.tar.gz,J Clin Lab Anal. 2018 Jun 19; 32(9):e22585,PMC6282844,11/12/2019 19:17,CC BY-NC
29183,29563609,RSK2 is required for TRAF6 phosphorylation-mediated colon inflammation.,oa_package/0c/41/PMC6023753.tar.gz,Oncogene. 2018 Jun 22; 37(26):3501-3513,PMC6023753,9/21/2018 20:04,NO-CC CODE
29184,28487700,"l-Arginine-Dependent Epigenetic Regulation of Interleukin-10, but Not Transforming Growth Factor-β, Production by Neonatal Regulatory T Lymphocytes.",oa_package/b0/94/PMC5403834.tar.gz,Front Immunol. 2017 Apr 25; 8:487,PMC5403834,5/11/2017 18:41,CC BY
29185,26509442,Trace Levels of Staphylococcal Enterotoxin Bioactivity Are Concealed in a Mucosal Niche during Pulmonary Inflammation.,oa_package/11/e2/PMC4625020.tar.gz,PLoS One. 2015 Oct 28; 10(10):e0141548,PMC4625020,2/20/2019 17:56,CC BY
29186,32328314,"Epidemic, Endemic, or Stewart-Bluefarb? When Several Forms of Kaposi Seem to Dispute Paternity.",oa_package/62/d9/PMC7171606.tar.gz,Case Rep Dermatol Med. 2020 Apr 9; 2020:6289285,PMC7171606,4/25/2020 22:56,CC BY
29187,31890359,Unusual Presentation of a Rare Tumor: Histiocytic Sarcoma Presenting as a Finger Growth.,oa_package/a4/40/PMC6913980.tar.gz,Cureus.; 11(11):e6150,PMC6913980,1/1/2020 17:56,CC BY
29188,31819331,Perioperative changes in lymphocyte subpopulations in patients undergoing surgery for colorectal cancer.,oa_package/7e/c0/PMC6884388.tar.gz,Acta Clin Croat. 2019 Jun; 58(2):337-342,PMC6884388,12/11/2019 19:18,CC BY-NC-ND
29192,31710084,Koebner phenomenon leading to the formation of new psoriatic lesions: evidences and mechanisms.,oa_package/05/4c/PMC6893164.tar.gz,Biosci Rep. 2019 Dec 4; 39(12):BSR20193266,PMC6893164,12/10/2019 19:18,CC BY
29197,31572381,Protective and Regenerative Roles of T Cells in Central Nervous System Disorders.,oa_package/97/d6/PMC6751344.tar.gz,Front Immunol. 2019 Sep 12; 10:2171,PMC6751344,10/2/2019 18:56,CC BY
29198,31083692,Impact of musculoskeletal symptoms on physical functioning and quality of life among treated people with HIV in high and low resource settings: A case study of the UK and Zambia.,oa_package/f8/de/PMC6513081.tar.gz,PLoS One. 2019 May 13; 14(5):e0216787,PMC6513081,5/31/2019 20:22,CC BY
29199,31073275,Anti-PD-1 Antibody Administration following Hip Fracture Surgery Reverses Immune Dysfunction and Decreases Susceptibility to Infection.,oa_package/5d/4d/PMC6470458.tar.gz,Mediators Inflamm. 2019 Apr 3; 2019:8492090,PMC6470458,11/26/2019 9:56,CC BY
29202,30885223,Expansion and activation of distinct central memory T lymphocyte subsets in complex regional pain syndrome.,oa_package/fc/84/PMC6423749.tar.gz,J Neuroinflammation. 2019 Mar 18; 16:63,PMC6423749,2/6/2020 9:56,CC BY
29205,30665434,A decade of antiretroviral therapy in Uganda: what are the emerging causes of death?,oa_package/ee/7b/PMC6341568.tar.gz,BMC Infect Dis. 2019 Jan 21; 19:77,PMC6341568,1/24/2019 19:19,CC BY
29206,30230266,"Immunomodulatory placental-expanded, mesenchymal stromal cells improve muscle function following hip arthroplasty.",oa_package/ef/54/PMC6204595.tar.gz,J Cachexia Sarcopenia Muscle. 2018 Oct 19; 9(5):880-897,PMC6204595,2/6/2020 9:56,CC BY-NC
29207,30216450,Surgical trauma-induced CCL18 promotes recruitment of regulatory T cells and colon cancer progression.,oa_package/23/eb/PMC6585982.tar.gz,J Cell Physiol. 2019 Apr 14; 234(4):4608-4616,PMC6585982,2/6/2020 9:56,CC BY
29208,29259248,"AAV vector-meditated expression of HLA-G reduces injury-induced corneal vascularization, immune cell infiltration, and fibrosis.",oa_package/0d/87/PMC5736662.tar.gz,Sci Rep. 2017 Dec 19; 7:17840,PMC5736662,12/21/2017 19:08,CC BY
29209,29238347,Langerhans Cells-Programmed by the Epidermis.,oa_package/0a/92/PMC5712534.tar.gz,Front Immunol. 2017 Nov 29; 8:1676,PMC5712534,12/15/2017 17:06,CC BY
29210,27648339,Morphological Diversity of Pretibial Myxedema and Its Mechanism of Evolving Process and Outcome: A Retrospective Study of 216 Cases.,oa_package/4c/35/PMC5014960.tar.gz,J Thyroid Res. 2016 Aug 25; 2016:2652174,PMC5014960,6/22/2017 12:19,CC BY
29211,25414706,Splenectomy Alters Distribution and Turnover but not Numbers or Protective Capacity of de novo Generated Memory CD8 T-Cells.,oa_package/68/53/PMC4222231.tar.gz,Front Immunol. 2014 Nov 6; 5:568,PMC4222231,11/22/2014 20:32,CC BY
29213,30456057,Clinical Applications of Procalcitonin in Pediatrics: An Advanced Biomarker for Inflammation and Infection-Can It Also Be Used in Trauma?,oa_package/ce/35/PMC6233243.tar.gz,Afr J Emerg Med. 2016 Mar 4; 6(1):5-11,PMC6233243,11/22/2018 17:55,CC BY-NC-ND
29216,27355024,Risk factors for acute kidney injury after hip fracture surgery in the elderly individuals.,oa_package/f1/97/PMC4897580.tar.gz,Int Sch Res Notices. 2014 Oct 28; 2014:286493,PMC4897580,4/8/2020 20:35,CC BY
29217,29719804,Unilateral pulmonary artery agenesis: An unusual cause of unilateral ARDS.,oa_package/5d/d0/PMC5925952.tar.gz,Respir Med Case Rep. 2018 Feb 21; 23:148-151,PMC5925952,5/3/2018 15:51,CC BY-NC-ND
29218,29070810,Complement receptors C5aR1 and C5aR2 act differentially during the early immune response after bone fracture but are similarly involved in bone repair.,oa_package/4a/af/PMC5656620.tar.gz,Sci Rep. 2017 Oct 25; 7:14061,PMC5656620,10/31/2017 20:12,CC BY
29219,28614388,Osteoblast-specific overexpression of complement receptor C5aR1 impairs fracture healing.,oa_package/68/ac/PMC5470759.tar.gz,PLoS One. 2017 Jun 14; 12(6):e0179512,PMC5470759,7/3/2017 20:07,CC BY
29220,27784330,C5aR inhibition in the early inflammatory phase does not affect bone regeneration in a model of uneventful fracture healing.,oa_package/8c/fc/PMC5081665.tar.gz,Eur J Med Res. 2016 Oct 26; 21:42,PMC5081665,10/31/2016 20:13,CC BY
29222,30543583,Detection and Analysis of the Hedgehog Signaling Pathway-Related Long Non-Coding RNA (lncRNA) Expression Profiles in Keloid.,oa_package/38/7e/PMC6301256.tar.gz,Med Sci Monit. 2018 Dec 13; 24:9032-9044,PMC6301256,1/14/2019 19:21,CC BY-NC-ND
29223,30143521,"External validation of computed tomography decision rules for minor head injury: prospective, multicentre cohort study in the Netherlands.",oa_package/ce/7a/PMC6108278.tar.gz,BMJ. 2018 Aug 24; 362:k3527,PMC6108278,12/12/2018 11:55,CC BY-NC
29224,29258561,A pilot investigation on DNA methylation modifications associated with complex posttraumatic symptoms in elderly traumatized in childhood.,oa_package/38/7a/PMC5738217.tar.gz,BMC Res Notes. 2017 Dec 19; 10:752,PMC5738217,12/21/2017 19:08,CC BY
29225,26743541,Rapid diagnosis of Propionibacterium acnes infection in patient with hyperpyrexia after hematopoietic stem cell transplantation by next-generation sequencing: a case report.,oa_package/8c/13/PMC4705617.tar.gz,BMC Infect Dis. 2016 Jan 8; 16:5,PMC4705617,8/11/2017 11:05,CC BY
29226,26692712,Biomaterials and Tissue Engineering Strategies for Conjunctival Reconstruction and Dry Eye Treatment.,oa_package/65/99/PMC4660527.tar.gz,Middle East Afr J Ophthalmol. 2015 Oct-Dec; 22(4):428-434,PMC4660527,12/23/2015 17:53,CC BY-NC-SA
29227,24799799,Late post-traumatic flap dislocation and macrostriae after laser in situ keratomileusis.,oa_package/32/34/PMC4008896.tar.gz,Oman J Ophthalmol. 2014 Jan-Apr; 7(1):25-27,PMC4008896,5/9/2014 20:20,CC BY-NC-SA
29228,23976987,Synapto-protective drugs evaluation in reconstructed neuronal network.,oa_package/43/ae/PMC3745451.tar.gz,PLoS One. 2013 Aug 16; 8(8):e71103,PMC3745451,3/23/2018 13:19,CC BY
29229,31337380,Evaluating the protective potency of Acacia hydaspica R. Parker on histological and biochemical changes induced by Cisplatin in the cardiac tissue of rats.,oa_package/58/36/PMC6651963.tar.gz,BMC Complement Altern Med. 2019 Jul 23; 19:182,PMC6651963,7/31/2019 20:21,CC BY
29235,24612760,Totally thoracoscopic repair of atrial septal defect reduces systemic inflammatory reaction and myocardial damage in initial patients.,oa_package/c8/e7/PMC3995714.tar.gz,Eur J Med Res. 2014 Mar 11; 19(1):13,PMC3995714,10/6/2014 1:51,CC BY
29236,22046549,Blunt cardiac injury in trauma patients with thoracic aortic injury.,oa_package/d1/c7/PMC3200124.tar.gz,Emerg Med Int. 2011 Jul 14; 2011:848013,PMC3200124,5/31/2017 17:51,CC BY
29237,32164605,An Exploration of Differences Between Deliberate Self-Harm with and without Suicidal Intent Amongst a Clinical Sample of Young People in Singapore: A Cross-Sectional Study.,oa_package/6e/d8/PMC7066744.tar.gz,BMC Neurol. 2020 Mar 12; 20:88,PMC7066744,3/18/2020 20:33,CC BY
29238,32102199,Analysis of risk factors for complications after femoral neck fracture in pediatric patients.,oa_package/b5/6e/PMC7068476.tar.gz,Int J Environ Res Public Health. 2020 Feb 23; 17(4):1429,PMC7068476,3/19/2020 20:56,CC BY
29239,32046471,Tau deposition in young adults with drug-resistant focal epilepsy.,oa_package/89/5a/PMC7047001.tar.gz,Psychiatry Investig. 2020 Feb 13; 17(2):122-129,PMC7047001,3/6/2020 19:34,CC BY-NC
29240,31663115,Impact of clinical factors on calorie and protein intakes during Icu stay in adults trauma patients: results from a prospective observational study.,oa_package/ad/4e/PMC6973032.tar.gz,Epilepsia. 2019 Dec 29; 60(12):2398-2403,PMC6973032,2/6/2020 9:56,CC BY-NC-ND
29242,31186963,Association of Brain Atrophy and Masseter Sarcopenia With 1-Year Mortality in Older Trauma Patients.,oa_package/8e/3e/PMC6521575.tar.gz,Emerg Med Int. 2019 May 2; 2019:4937827,PMC6521575,6/13/2019 18:56,CC BY
29243,30328047,Frequent Emergency Department Visits After Spontaneous Intracerebral Hemorrhage: Who Is at Risk?,oa_package/95/5f/PMC6420421.tar.gz,Neurocrit Care. 2019 Oct 16; 30(2):421-428,PMC6420421,5/14/2019 22:56,CC BY
29244,30202502,Improving Effective Magnetic Resonance Imaging (MRI) Application in Soft Tissue Wrist Injury.,oa_package/5e/7e/PMC6123091.tar.gz,West J Emerg Med. 2018 Sep 8; 19(5):877-883,PMC6123091,9/12/2018 18:16,CC BY
29245,32257672,Severe Rhabdomyolysis in a Pediatric Patient after Coxsackie B Virus Infection without Acute Renal Failure: A Case Report.,oa_package/0a/cc/PMC7105082.tar.gz,Cureus.; 12(2):e7126,PMC7105082,4/8/2020 20:35,CC BY
29246,32248009,"Conservative treatment of acute traumatic left renal vein occlusion: Importance of left gonadal vein, case report.",oa_package/70/59/PMC7132048.tar.gz,Int J Surg Case Rep. 2020 Mar 28; 69:10-12,PMC7132048,4/9/2020 20:34,CC BY
29247,31898621,Case of urinothorax - A rare presentation.,oa_package/4b/16/PMC6961100.tar.gz,Lung India. 2020 Dec 31 Jan-Feb; 37(1):53-56,PMC6961100,1/16/2020 19:18,CC BY-NC-SA
29248,31763587,Acute Toxin-mediated Rhabdomyolysis During Treatment With Trimethoprim-sulfamethoxazole.,oa_package/19/54/PMC6861050.tar.gz,Clin Pract Cases Emerg Med. 2019 Sep 23; 3(4):357-360,PMC6861050,11/26/2019 21:56,CC BY
29249,31024425,Association of Increased Serum S100B Levels With High School Football Subconcussive Head Impacts.,oa_package/e1/51/PMC6459945.tar.gz,Front Neurol. 2019 Apr 5; 10:327,PMC6459945,11/26/2019 9:56,CC BY
29250,30740228,"Quantifying subclinical trauma associated with calving difficulty, vigour, and passive immunity in newborn beef calves.",oa_package/40/2f/PMC6347876.tar.gz,Vet Rec Open. 2019 Jan 25; 6(1):e000325,PMC6347876,4/5/2020 20:34,CC BY-NC
29252,30611244,Low compartment pressure and myoglobin levels in tibial fractures with suspected acute compartment syndrome.,oa_package/1b/cb/PMC6320587.tar.gz,BMC Musculoskelet Disord. 2019 Jan 5; 20:15,PMC6320587,1/8/2019 19:20,CC BY
29254,29067101,"Comparison of the effects of minimally invasive percutaneous pedicle screws osteosynthesis and open surgery on repairing the pain, inflammation and recovery of thoracolumbar vertebra fracture.",oa_package/eb/77/PMC5647694.tar.gz,Exp Ther Med. 2017 Nov 25; 14(5):4091-4096,PMC5647694,10/27/2017 19:09,CC BY-NC-ND
29255,28503623,Blunt cardiac injury due to trauma associated with snowboarding: a case report.,oa_package/22/af/PMC5417286.tar.gz,Child Neurol Open. 2017 Jan 4; 4:2329048X16684396,PMC5417286,5/15/2017 22:45,CC BY-NC
29256,32434519,"Extremely high canine C-reactive protein concentrations > 100 mg/l - prevalence, etiology and prognostic significance.",oa_package/03/1f/PMC7237877.tar.gz,BMC Vet Res. 2020 May 20; 16:147,PMC7237877,5/27/2020 20:38,CC BY
29258,32398677,PTSD is associated with neuroimmune suppression: evidence from PET imaging and postmortem transcriptomic studies.,oa_package/29/33/PMC7217830.tar.gz,Nat Commun. 2020 May 12; 11:2360,PMC7217830,5/15/2020 20:36,CC BY
29259,32368426,Pneumococcal Epidural Abscess in an Asplenic Patient Presenting After Mild Hip Trauma.,oa_package/ca/d0/PMC7193179.tar.gz,Cureus.; 12(3):e7494,PMC7193179,5/6/2020 20:56,CC BY
29261,32238836,Major surgery induces acute changes in measured DNA methylation associated with immune response pathways.,oa_package/09/cc/PMC7113299.tar.gz,Sci Rep. 2020 Apr 1; 10:5743,PMC7113299,4/7/2020 6:56,CC BY
29264,32099485,Effects of Labor Epidural Analgesia on Short Term Neonatal Morbidity.,oa_package/df/86/PMC7007791.tar.gz,Int J Womens Health. 2020 Feb 4; 12:59-70,PMC7007791,4/15/2020 20:37,CC BY-NC
29267,32098947,"Stress, inflammation and hippocampal subfields in depression: A 7 Tesla MRI Study.",oa_package/ca/d2/PMC7042360.tar.gz,Transl Psychiatry. 2020 Feb 25; 10:78,PMC7042360,3/5/2020 19:33,CC BY
29270,31836734,A reporter mouse for non-invasive detection of toll-like receptor ligands induced acute phase responses.,oa_package/ec/1c/PMC6910947.tar.gz,Sci Rep. 2019 Dec 13; 9:19065,PMC6910947,12/16/2019 19:20,CC BY
29273,31667269,"Data on molecular characterization and expression of the C-reactive protein (CRP) gene from rock bream, <i>Oplegnathus fasciatus</i>.",oa_package/c2/0a/PMC6811888.tar.gz,Data Brief. 2019 Sep 13; 26:104506,PMC6811888,11/7/2019 23:56,CC BY
29275,31646987,"Design and measurement in a study of war exposure, health, and aging: protocol for the Vietnam health and aging study.",oa_package/31/35/PMC6806496.tar.gz,BMC Public Health. 2019 Oct 23; 19:1351,PMC6806496,10/28/2019 20:22,CC BY
29276,31488985,Thoracoscope and thoracotomy in the treatment of thoracic trauma.,oa_package/4a/01/PMC6717472.tar.gz,Pak J Med Sci. 2019 Sep-Oct; 35(5):1238-1242,PMC6717472,9/7/2019 22:56,CC BY
29278,32252639,Endoscopic decompression of acute intestinal distension is associated with reduced mortality in critically ill patients.,oa_package/fc/46/PMC7137233.tar.gz,BMC Gastroenterol. 2020 Apr 6; 20:87,PMC7137233,4/11/2020 20:35,CC BY
29284,31276524,Inflammatory cytokines and growth factors were not associated with psychosis liability or childhood trauma.,oa_package/78/cb/PMC6611659.tar.gz,PLoS One. 2019 Jul 5; 14(7):e0219139,PMC6611659,7/12/2019 20:17,CC BY
29285,30643477,Routine Preoperative Coagulation Tests in Children Undergoing Elective Surgery or Invasive Procedures: Are They Still Necessary?,oa_package/fb/61/PMC6322095.tar.gz,Clin Med Insights Blood Disord. 2019 Jan 5; 12:1179545X18821158,PMC6322095,1/16/2019 15:56,CC BY-NC
29287,30596098,Thromboelastography and Thromboelastometry in Assessment of Fibrinogen Deficiency and Prediction for Transfusion Requirement: A Descriptive Review.,oa_package/eb/a8/PMC6286766.tar.gz,Biomed Res Int. 2018 Nov 25; 2018:7020539,PMC6286766,3/18/2020 12:56,CC BY
29289,30402564,Laboratory measures of coagulation among trauma patients on NOAs: results of the AAST-MIT.,oa_package/34/67/PMC6203140.tar.gz,Trauma Surg Acute Care Open. 2018 Oct 15; 3(1):e000231,PMC6203140,3/21/2020 20:35,CC BY-NC
29291,30111342,How do external factors contribute to the hypocoagulative state in trauma-induced coagulopathy? - In vitro analysis of the lethal triad in trauma.,oa_package/8e/52/PMC6094881.tar.gz,Scand J Trauma Resusc Emerg Med. 2018 Aug 15; 26:66,PMC6094881,8/24/2018 20:04,CC BY
29293,29758989,Continuous thrombin generation in whole blood: New applications for assessing activators and inhibitors of coagulation.,oa_package/d6/6b/PMC6714726.tar.gz,Clin Appl Thromb Hemost. 2018 Sep 14; 24(6):850-858,PMC6714726,9/4/2019 20:18,CC BY-NC
29294,29636535,"Low Plasma ADAMTS13 Activity Is Associated with Coagulopathy, Endothelial Cell Damage and Mortality after Severe Paediatric Trauma.",oa_package/6b/a7/PMC5893580.tar.gz,Sci Rep. 2018 Apr 10; 8:5783,PMC5893580,4/12/2018 20:08,CC BY
29297,32290865,Virtual reality as a non-pharmacologic analgesic for fasciotomy wound infections in acute compartment syndrome: a case report.,oa_package/05/33/PMC7158090.tar.gz,J Med Case Rep. 2020 Apr 14; 14:46,PMC7158090,4/21/2020 20:35,CC BY
29298,32076683,Anaesthetic Approach for Patient with Hereditary Angioedema.,oa_package/5a/d1/PMC7001801.tar.gz,Turk J Anaesthesiol Reanim. 2020 Feb 11; 48(1):68-70,PMC7001801,2/21/2020 19:34,CC BY-NC-ND
29299,31998296,Tolerating Factor VIII: Recent Progress.,oa_package/49/7f/PMC6965068.tar.gz,Front Immunol. 2020 Jan 10; 10:2991,PMC6965068,1/31/2020 17:56,CC BY
29300,31861440,Reconstructing Personal Stories in Virtual Reality sas a Mechanism to Recover the Self.,oa_package/9f/57/PMC6981862.tar.gz,Int J Environ Res Public Health. 2020 Jan 18; 17(1):26,PMC6981862,2/7/2020 19:33,CC BY
29301,31798913,Selective and marked decrease of complement receptor C5aR2 in human thoracic aortic aneurysms: a dysregulation with potential inflammatory effects.,oa_package/b5/7b/PMC6861114.tar.gz,Open Heart. 2019 Nov 10; 6(2):e001098,PMC6861114,6/8/2020 20:39,CC BY-NC
29302,31579797,Structured surgical residency training in Germany: an overview of existing training programs in 10 surgical subspecialties.,oa_package/64/84/PMC6754064.tar.gz,Innov Surg Sci. 2019 May 10; 4(1):15-24,PMC6754064,10/4/2019 20:17,CC BY
29303,31204626,Artificial Blood: A Futuristic Dimension of Modern Day Transfusion Sciences.,oa_package/b5/e3/PMC6864588.tar.gz,Cardiovasc Hematol Agents Med Chem. 2019 May; 17(1):11-16,PMC6864588,1/2/2020 19:18,CC BY-NC
29304,31073509,The burden of trauma at a district hospital in the Western Cape Province of South Africa.,oa_package/ad/3d/PMC6497867.tar.gz,Afr J Emerg Med. 2019 Jan 19; 9(Suppl):S14-S20,PMC6497867,5/11/2019 20:19,CC BY-NC-ND
29305,32489720,Hoffa's Fracture with Associated Injuries Around the Knee Joint: An Approach to a Rare Injury.,oa_package/9c/9c/PMC7255537.tar.gz,Cureus.; 12(4):e7865,PMC7255537,6/4/2020 20:37,CC BY
29306,32484835,Muscle fat infiltration following whiplash: A computed tomography and magnetic resonance imaging comparison.,oa_package/69/17/PMC7266316.tar.gz,PLoS One. 2020 Jun 2; 15(6):e0234061,PMC7266316,6/10/2020 20:37,CC BY
29308,32478108,"Craniomaxillofacial Trauma in Dogs-Part II: Association Between Fracture Location, Morphology and Etiology.",oa_package/f5/16/PMC7242568.tar.gz,Front Vet Sci. 2020 May 15; 7:242,PMC7242568,6/3/2020 0:56,CC BY
