KEYWORD A,KEYWORD B,COUNT
traumatic intestinal injury,total t lymphocytes,0
traumatic intestinal injury,(ttl),0
traumatic intestinal injury,tuftsin,0
traumatic intestinal injury,the post-traumatic plasma levels of soluble tumor necrosis factor receptors p55 and p75,0
traumatic intestinal injury,urea,0
traumatic intestinal injury,ultrasound,0
traumatic intestinal injury,white blood cell count,0
traumatic intestinal injury,(wbc),0
traumatic intestinal injury,valproic acid,0
traumatic intestinal injury,(vpa),0
traumatic intestinal injury,vascular endothelial growth factor,0
traumatic intestinal injury,(vegf),0
traumatic intestinal injury,venous thromboembolism,0
traumatic intestinal injury,(vte),0
traumatic liver injury,α-fetoprotein,0
traumatic liver injury,4-hydroxy-phenylpyruvate dioxygenase (hpd),0
traumatic liver injury,5’ nucleotidase,0
traumatic liver injury,alpha-glutathiones-transferase,0
traumatic liver injury,alpha fetoprotein,0
traumatic liver injury,(afp),0
traumatic liver injury,arginase-1,0
traumatic liver injury,arginase 1,0
traumatic liver injury,(arg1),0
traumatic liver injury,argininosuccinate synthetase,0
traumatic liver injury,(ass),0
traumatic liver injury,abbreviated injury scale,0
traumatic liver injury,albumin,0
traumatic liver injury,amylase,0
traumatic liver injury,alt: alanine aminotransferase,0
traumatic liver injury,alp: alkaline phosphatase,0
traumatic liver injury,ast: aspartate aminotransferase,0
traumatic liver injury,apache ii,0
traumatic liver injury,area under the receiver operating characteristic curve,0
traumatic liver injury,arterial pressure,1
traumatic liver injury,arterial partial pressure of carbon dioxide,0
traumatic liver injury,arterial partial pressure of oxygen,0
traumatic liver injury,aurocs,0
traumatic liver injury,auc,0
traumatic liver injury,active t lymphocytes,0
traumatic liver injury,(atl),0
traumatic liver injury,amylase,0
traumatic liver injury,amyloid a,0
traumatic liver injury,arterial ph,0
traumatic liver injury,bilirubin,1
traumatic liver injury,biochemical,0
traumatic liver injury,biochemical marker,0
traumatic liver injury,biochemical panel,0
traumatic liver injury,biomarkers,1
traumatic liver injury,biomarker panel,0
traumatic liver injury,biochemical parameters,0
traumatic liver injury,blood urine nitrogen,0
traumatic liver injury,blood pressure,3
traumatic liver injury,bun,0
traumatic liver injury,bnp,0
traumatic liver injury,b lymphocytes,0
traumatic liver injury,(cd3),0
traumatic liver injury,(cd4),0
traumatic liver injury,(cd8),0
traumatic liver injury,complete blood counts,0
traumatic liver injury,c3 complement,0
traumatic liver injury,complement factor b,0
traumatic liver injury,computed tomogram,0
traumatic liver injury,c5a,0
traumatic liver injury,chip,0
traumatic liver injury,ck-mb,0
traumatic liver injury,clinical factors,0
traumatic liver injury,clinical variable,0
traumatic liver injury,creatinine,0
traumatic liver injury,creatine kinase,0
traumatic liver injury,c-reactive protein,0
traumatic liver injury,crp,0
traumatic liver injury,coagulation tests,0
traumatic liver injury,complement,0
traumatic liver injury,computed tomography,4
traumatic liver injury,computed tomographic scanning,0
traumatic liver injury,creatine kinase muscle and brain,0
traumatic liver injury,ctni,0
traumatic liver injury,ct scan,1
traumatic liver injury,cystatin c,0
traumatic liver injury,cystatin-c,0
traumatic liver injury,cxcl10,0
traumatic liver injury,cxcr3,0
traumatic liver injury,cadherin-5,0
traumatic liver injury,calcium,0
traumatic liver injury,caspase cleaved cytokeratin 18,0
traumatic liver injury,(cck18),0
traumatic liver injury,cdh5,0
traumatic liver injury,ceruloplasmin,0
traumatic liver injury,clinical parameters,0
traumatic liver injury,collagen iv,0
traumatic liver injury,cytokeratin 18,0
traumatic liver injury,d-dimer,1
traumatic liver injury,diagnosis,1
traumatic liver injury,diagnostic,4
traumatic liver injury,diagnostic modelling,0
traumatic liver injury,estimated glomerular filtration rate,0
traumatic liver injury,estrogen sulfotransferase,0
traumatic liver injury,egfr,0
traumatic liver injury,(est-1),0
traumatic liver injury,fabps,0
traumatic liver injury,fabp,0
traumatic liver injury,fatty acid binding protein,0
traumatic liver injury,fatty acid binding protein 1,0
traumatic liver injury,fdp,1
traumatic liver injury,fibrin degradation products,0
traumatic liver injury,fibrin/fibrinogen degradation products,0
traumatic liver injury,fibrinogen,0
traumatic liver injury,fibtem,0
traumatic liver injury,full blood cell count,0
traumatic liver injury,f- protein,0
traumatic liver injury,fabp1,0
traumatic liver injury,glucose,0
traumatic liver injury,glutathione s-transferases (gst),0
traumatic liver injury,gamma glutamyl transferase,0
traumatic liver injury,glasgow coma scale,1
traumatic liver injury,glutamate dehydrogenase,0
traumatic liver injury,gldh,0
traumatic liver injury,gstα,0
traumatic liver injury,gsta,0
traumatic liver injury,glutathione s-transferase alpha,0
traumatic liver injury,hemoglobin,1
traumatic liver injury,hematocrite,0
traumatic liver injury,hs-crp,0
traumatic liver injury,hscrp,0
traumatic liver injury,hyaluronic acid,0
traumatic liver injury,high mobility group box-1,0
traumatic liver injury,hmgb1,0
traumatic liver injury,howell–jolly bodies,0
traumatic liver injury,human leucocyte antigen,0
traumatic liver injury,heart rate,1
traumatic liver injury,helper t cells,0
traumatic liver injury,(hla)-dr,0
traumatic liver injury,hppd,0
traumatic liver injury,i-fabp,0
traumatic liver injury,il-6,0
traumatic liver injury,il-8,0
traumatic liver injury,il-10,0
traumatic liver injury,il-18,0
traumatic liver injury,imaging,4
traumatic liver injury,independent predictors,0
traumatic liver injury,injury severity score,1
traumatic liver injury,intestinal-fabp,0
traumatic liver injury,iss,0
traumatic liver injury,immunoglobulins,0
traumatic liver injury,iga,0
traumatic liver injury,igm,0
traumatic liver injury,igg,0
traumatic liver injury,ip-10,0
traumatic liver injury,jolly bodies,0
traumatic liver injury,kidney injury molecule-1,0
traumatic liver injury,(kim-1),0
traumatic liver injury,k18,0
traumatic liver injury,lect2,0
traumatic liver injury,leucocyte cell-derived chemotaxin-2,0
traumatic liver injury,lymphocytes,0
traumatic liver injury,laboratory parameters,0
traumatic liver injury,laboratory tests,0
traumatic liver injury,lactate,0
traumatic liver injury,lactate dehydrogenase,0
traumatic liver injury,(ldh),0
traumatic liver injury,l-fabp,0
traumatic liver injury,lipocalin,0
traumatic liver injury,liver enzyme tests,0
traumatic liver injury,liver-fabp,0
traumatic liver injury,lipase,0
traumatic liver injury,marker,0
traumatic liver injury,molecular biomarker,0
traumatic liver injury,molecular markers,0
traumatic liver injury,myoglobin,0
traumatic liver injury,myeloperoxidase,0
traumatic liver injury,malate dehydrogenase,0
traumatic liver injury,(mcsfr),0
traumatic liver injury,macrophage colony stimulating factor receptor,0
traumatic liver injury,(mdh),0
traumatic liver injury,microrna-122,0
traumatic liver injury,mir-122,0
traumatic liver injury,mirnas,0
traumatic liver injury,mir-216a,0
traumatic liver injury,mir-216b,0
traumatic liver injury,mir-217,0
traumatic liver injury,micrornas,0
traumatic liver injury,mean arterial bp,0
traumatic liver injury,(mods),0
traumatic liver injury,multiple organ dysfunction score,0
traumatic liver injury,neutrophil gelatinase-associated lipocalin,0
traumatic liver injury,neutrophils,0
traumatic liver injury,n-acetyl-β-d-glucosaminidase,0
traumatic liver injury,nuclear fragments in circulating erythrocytes,0
traumatic liver injury,ngal,0
traumatic liver injury,n-gal,0
traumatic liver injury,niss,0
traumatic liver injury,(no),0
traumatic liver injury,nitric oxide,0
traumatic liver injury,novel markers,0
traumatic liver injury,n-terminal pro-b-type natriuretic peptide,0
traumatic liver injury,(nt-probnp),0
traumatic liver injury,odd ratio,0
traumatic liver injury,opn,0
traumatic liver injury,osteopontin,0
traumatic liver injury,polymorphonuclear elastase,0
traumatic liver injury,pon1,0
traumatic liver injury,paraoxonase 1 normalized to prothrombin protein,0
traumatic liver injury,platelet count,0
traumatic liver injury,polymorpho-nuclear neutrophil elastase,0
traumatic liver injury,(pmn),0
traumatic liver injury,(pao2),0
traumatic liver injury,platelets,0
traumatic liver injury,potassium,0
traumatic liver injury,parameters,0
traumatic liver injury,paraxonase 1,0
traumatic liver injury,pon1,0
traumatic liver injury,purine nucleoside phosphorylase,0
traumatic liver injury,pnp,0
traumatic liver injury,pathogenic,0
traumatic liver injury,pathologic,0
traumatic liver injury,phosphate,0
traumatic liver injury,physiologic,0
traumatic liver injury,platelets and ph-value,0
traumatic liver injury,point of care,0
traumatic liver injury,procalcitonin,0
traumatic liver injury,(pct),0
traumatic liver injury,prothrombin time,0
traumatic liver injury,properdin,0
traumatic liver injury,protein c,0
traumatic liver injury,(paco2),0
traumatic liver injury,(paf),0
traumatic liver injury,platelet-activating factor,0
traumatic liver injury,plasminogen activator inhibitor,0
traumatic liver injury,(pai),0
traumatic liver injury,(pao2),0
traumatic liver injury,(paco2),0
traumatic liver injury,platelet-activating factor,0
traumatic liver injury,(paf),0
traumatic liver injury,(pai),0
traumatic liver injury,plasminogen activator inhibitor,0
traumatic liver injury,pao2,0
traumatic liver injury,revised trauma score,0
traumatic liver injury,risk factors,0
traumatic liver injury,(roc),0
traumatic liver injury,receiver operating characteristic curves,0
traumatic liver injury,respiration rate,0
traumatic liver injury,red cell count,0
traumatic liver injury,sdh,0
traumatic liver injury,sorbitol dehydrogenase,0
traumatic liver injury,sodium,0
traumatic liver injury,suppressor t-cells,0
traumatic liver injury,(scr),0
traumatic liver injury,screening methods,0
traumatic liver injury,sequential organ failure assessment,0
traumatic liver injury,sofa,0
traumatic liver injury,trauma scoring systems,0
traumatic liver injury,test,0
traumatic liver injury,testing,0
traumatic liver injury,(tff3),0
traumatic liver injury,trefoil factor 3,0
traumatic liver injury,triss,0
traumatic liver injury,troponin,0
traumatic liver injury,temperature,1
traumatic liver injury,trypsinogen-2,0
traumatic liver injury,trypsin-2-a1antitrypsin complex,0
traumatic liver injury,trypsin-2-aat,0
traumatic liver injury,total and segmented leukocytes,0
traumatic liver injury,total t lymphocytes,0
traumatic liver injury,(ttl),0
traumatic liver injury,tuftsin,0
traumatic liver injury,the post-traumatic plasma levels of soluble tumor necrosis factor receptors p55 and p75,0
traumatic liver injury,urea,0
traumatic liver injury,ultrasound,3
traumatic liver injury,white blood cell count,0
traumatic liver injury,(wbc),0
traumatic liver injury,valproic acid,0
traumatic liver injury,(vpa),0
traumatic liver injury,vascular endothelial growth factor,0
traumatic liver injury,(vegf),0
traumatic liver injury,venous thromboembolism,0
traumatic liver injury,(vte),0
traumatic hemorrhagic shock,α-fetoprotein,0
traumatic hemorrhagic shock,4-hydroxy-phenylpyruvate dioxygenase (hpd),0
traumatic hemorrhagic shock,5’ nucleotidase,0
traumatic hemorrhagic shock,alpha-glutathiones-transferase,0
traumatic hemorrhagic shock,alpha fetoprotein,0
traumatic hemorrhagic shock,(afp),0
traumatic hemorrhagic shock,arginase-1,0
traumatic hemorrhagic shock,arginase 1,0
traumatic hemorrhagic shock,(arg1),0
traumatic hemorrhagic shock,argininosuccinate synthetase,0
traumatic hemorrhagic shock,(ass),0
traumatic hemorrhagic shock,abbreviated injury scale,0
traumatic hemorrhagic shock,albumin,2
traumatic hemorrhagic shock,amylase,0
traumatic hemorrhagic shock,alt: alanine aminotransferase,0
traumatic hemorrhagic shock,alp: alkaline phosphatase,0
traumatic hemorrhagic shock,ast: aspartate aminotransferase,0
traumatic hemorrhagic shock,apache ii,0
traumatic hemorrhagic shock,area under the receiver operating characteristic curve,0
traumatic hemorrhagic shock,arterial pressure,2
traumatic hemorrhagic shock,arterial partial pressure of carbon dioxide,0
traumatic hemorrhagic shock,arterial partial pressure of oxygen,0
traumatic hemorrhagic shock,aurocs,0
traumatic hemorrhagic shock,auc,1
traumatic hemorrhagic shock,active t lymphocytes,0
traumatic hemorrhagic shock,(atl),0
traumatic hemorrhagic shock,amylase,0
traumatic hemorrhagic shock,amyloid a,0
traumatic hemorrhagic shock,arterial ph,0
traumatic hemorrhagic shock,bilirubin,0
traumatic hemorrhagic shock,biochemical,1
traumatic hemorrhagic shock,biochemical marker,0
traumatic hemorrhagic shock,biochemical panel,0
traumatic hemorrhagic shock,biomarkers,0
traumatic hemorrhagic shock,biomarker panel,0
traumatic hemorrhagic shock,biochemical parameters,0
traumatic hemorrhagic shock,blood urine nitrogen,0
traumatic hemorrhagic shock,blood pressure,9
traumatic hemorrhagic shock,bun,1
traumatic hemorrhagic shock,bnp,0
traumatic hemorrhagic shock,b lymphocytes,0
traumatic hemorrhagic shock,(cd3),0
traumatic hemorrhagic shock,(cd4),1
traumatic hemorrhagic shock,(cd8),0
traumatic hemorrhagic shock,complete blood counts,0
traumatic hemorrhagic shock,c3 complement,0
traumatic hemorrhagic shock,complement factor b,0
traumatic hemorrhagic shock,computed tomogram,0
traumatic hemorrhagic shock,c5a,0
traumatic hemorrhagic shock,chip,0
traumatic hemorrhagic shock,ck-mb,0
traumatic hemorrhagic shock,clinical factors,0
traumatic hemorrhagic shock,clinical variable,0
traumatic hemorrhagic shock,creatinine,2
traumatic hemorrhagic shock,creatine kinase,0
traumatic hemorrhagic shock,c-reactive protein,0
traumatic hemorrhagic shock,crp,0
traumatic hemorrhagic shock,coagulation tests,1
traumatic hemorrhagic shock,complement,0
traumatic hemorrhagic shock,computed tomography,1
traumatic hemorrhagic shock,computed tomographic scanning,0
traumatic hemorrhagic shock,creatine kinase muscle and brain,0
traumatic hemorrhagic shock,ctni,0
traumatic hemorrhagic shock,ct scan,0
traumatic hemorrhagic shock,cystatin c,1
traumatic hemorrhagic shock,cystatin-c,1
traumatic hemorrhagic shock,cxcl10,0
traumatic hemorrhagic shock,cxcr3,0
traumatic hemorrhagic shock,cadherin-5,0
traumatic hemorrhagic shock,calcium,0
traumatic hemorrhagic shock,caspase cleaved cytokeratin 18,0
traumatic hemorrhagic shock,(cck18),0
traumatic hemorrhagic shock,cdh5,0
traumatic hemorrhagic shock,ceruloplasmin,0
traumatic hemorrhagic shock,clinical parameters,0
traumatic hemorrhagic shock,collagen iv,0
traumatic hemorrhagic shock,cytokeratin 18,0
traumatic hemorrhagic shock,d-dimer,0
traumatic hemorrhagic shock,diagnosis,4
traumatic hemorrhagic shock,diagnostic,2
traumatic hemorrhagic shock,diagnostic modelling,0
traumatic hemorrhagic shock,estimated glomerular filtration rate,0
traumatic hemorrhagic shock,estrogen sulfotransferase,0
traumatic hemorrhagic shock,egfr,0
traumatic hemorrhagic shock,(est-1),0
traumatic hemorrhagic shock,fabps,0
traumatic hemorrhagic shock,fabp,0
traumatic hemorrhagic shock,fatty acid binding protein,0
traumatic hemorrhagic shock,fatty acid binding protein 1,0
traumatic hemorrhagic shock,fdp,0
traumatic hemorrhagic shock,fibrin degradation products,0
traumatic hemorrhagic shock,fibrin/fibrinogen degradation products,0
traumatic hemorrhagic shock,fibrinogen,2
traumatic hemorrhagic shock,fibtem,0
traumatic hemorrhagic shock,full blood cell count,0
traumatic hemorrhagic shock,f- protein,0
traumatic hemorrhagic shock,fabp1,0
traumatic hemorrhagic shock,glucose,1
traumatic hemorrhagic shock,glutathione s-transferases (gst),0
traumatic hemorrhagic shock,gamma glutamyl transferase,0
traumatic hemorrhagic shock,glasgow coma scale,0
traumatic hemorrhagic shock,glutamate dehydrogenase,0
traumatic hemorrhagic shock,gldh,0
traumatic hemorrhagic shock,gstα,0
traumatic hemorrhagic shock,gsta,0
traumatic hemorrhagic shock,glutathione s-transferase alpha,0
traumatic hemorrhagic shock,hemoglobin,7
traumatic hemorrhagic shock,hematocrite,0
traumatic hemorrhagic shock,hs-crp,0
traumatic hemorrhagic shock,hscrp,0
traumatic hemorrhagic shock,hyaluronic acid,0
traumatic hemorrhagic shock,high mobility group box-1,0
traumatic hemorrhagic shock,hmgb1,0
traumatic hemorrhagic shock,howell–jolly bodies,0
traumatic hemorrhagic shock,human leucocyte antigen,0
traumatic hemorrhagic shock,heart rate,1
traumatic hemorrhagic shock,helper t cells,0
traumatic hemorrhagic shock,(hla)-dr,0
traumatic hemorrhagic shock,hppd,0
traumatic hemorrhagic shock,i-fabp,0
traumatic hemorrhagic shock,il-6,3
traumatic hemorrhagic shock,il-8,0
traumatic hemorrhagic shock,il-10,3
traumatic hemorrhagic shock,il-18,0
traumatic hemorrhagic shock,imaging,1
traumatic hemorrhagic shock,independent predictors,0
traumatic hemorrhagic shock,injury severity score,6
traumatic hemorrhagic shock,intestinal-fabp,0
traumatic hemorrhagic shock,iss,2
traumatic hemorrhagic shock,immunoglobulins,0
traumatic hemorrhagic shock,iga,0
traumatic hemorrhagic shock,igm,0
traumatic hemorrhagic shock,igg,0
traumatic hemorrhagic shock,ip-10,0
traumatic hemorrhagic shock,jolly bodies,0
traumatic hemorrhagic shock,kidney injury molecule-1,0
traumatic hemorrhagic shock,(kim-1),0
traumatic hemorrhagic shock,k18,0
traumatic hemorrhagic shock,lect2,0
traumatic hemorrhagic shock,leucocyte cell-derived chemotaxin-2,0
traumatic hemorrhagic shock,lymphocytes,0
traumatic hemorrhagic shock,laboratory parameters,0
traumatic hemorrhagic shock,laboratory tests,0
traumatic hemorrhagic shock,lactate,8
traumatic hemorrhagic shock,lactate dehydrogenase,0
traumatic hemorrhagic shock,(ldh),0
traumatic hemorrhagic shock,l-fabp,0
traumatic hemorrhagic shock,lipocalin,0
traumatic hemorrhagic shock,liver enzyme tests,0
traumatic hemorrhagic shock,liver-fabp,0
traumatic hemorrhagic shock,lipase,0
traumatic hemorrhagic shock,marker,4
traumatic hemorrhagic shock,molecular biomarker,0
traumatic hemorrhagic shock,molecular markers,0
traumatic hemorrhagic shock,myoglobin,0
traumatic hemorrhagic shock,myeloperoxidase,1
traumatic hemorrhagic shock,malate dehydrogenase,0
traumatic hemorrhagic shock,(mcsfr),0
traumatic hemorrhagic shock,macrophage colony stimulating factor receptor,0
traumatic hemorrhagic shock,(mdh),0
traumatic hemorrhagic shock,microrna-122,0
traumatic hemorrhagic shock,mir-122,0
traumatic hemorrhagic shock,mirnas,0
traumatic hemorrhagic shock,mir-216a,0
traumatic hemorrhagic shock,mir-216b,0
traumatic hemorrhagic shock,mir-217,0
traumatic hemorrhagic shock,micrornas,0
traumatic hemorrhagic shock,mean arterial bp,0
traumatic hemorrhagic shock,(mods),1
traumatic hemorrhagic shock,multiple organ dysfunction score,0
traumatic hemorrhagic shock,neutrophil gelatinase-associated lipocalin,0
traumatic hemorrhagic shock,neutrophils,1
traumatic hemorrhagic shock,n-acetyl-β-d-glucosaminidase,0
traumatic hemorrhagic shock,nuclear fragments in circulating erythrocytes,0
traumatic hemorrhagic shock,ngal,0
traumatic hemorrhagic shock,n-gal,0
traumatic hemorrhagic shock,niss,0
traumatic hemorrhagic shock,(no),0
traumatic hemorrhagic shock,nitric oxide,0
traumatic hemorrhagic shock,novel markers,0
traumatic hemorrhagic shock,n-terminal pro-b-type natriuretic peptide,0
traumatic hemorrhagic shock,(nt-probnp),0
traumatic hemorrhagic shock,odd ratio,0
traumatic hemorrhagic shock,opn,0
traumatic hemorrhagic shock,osteopontin,0
traumatic hemorrhagic shock,polymorphonuclear elastase,0
traumatic hemorrhagic shock,pon1,0
traumatic hemorrhagic shock,paraoxonase 1 normalized to prothrombin protein,0
traumatic hemorrhagic shock,platelet count,1
traumatic hemorrhagic shock,polymorpho-nuclear neutrophil elastase,0
traumatic hemorrhagic shock,(pmn),1
traumatic hemorrhagic shock,(pao2),0
traumatic hemorrhagic shock,platelets,2
traumatic hemorrhagic shock,potassium,0
traumatic hemorrhagic shock,parameters,7
traumatic hemorrhagic shock,paraxonase 1,0
traumatic hemorrhagic shock,pon1,0
traumatic hemorrhagic shock,purine nucleoside phosphorylase,0
traumatic hemorrhagic shock,pnp,0
traumatic hemorrhagic shock,pathogenic,0
traumatic hemorrhagic shock,pathologic,0
traumatic hemorrhagic shock,phosphate,0
traumatic hemorrhagic shock,physiologic,1
traumatic hemorrhagic shock,platelets and ph-value,0
traumatic hemorrhagic shock,point of care,0
traumatic hemorrhagic shock,procalcitonin,0
traumatic hemorrhagic shock,(pct),0
traumatic hemorrhagic shock,prothrombin time,1
traumatic hemorrhagic shock,properdin,0
traumatic hemorrhagic shock,protein c,1
traumatic hemorrhagic shock,(paco2),0
traumatic hemorrhagic shock,(paf),0
traumatic hemorrhagic shock,platelet-activating factor,0
traumatic hemorrhagic shock,plasminogen activator inhibitor,1
traumatic hemorrhagic shock,(pai),0
traumatic hemorrhagic shock,(pao2),0
traumatic hemorrhagic shock,(paco2),0
traumatic hemorrhagic shock,platelet-activating factor,0
traumatic hemorrhagic shock,(paf),0
traumatic hemorrhagic shock,(pai),0
traumatic hemorrhagic shock,plasminogen activator inhibitor,1
traumatic hemorrhagic shock,pao2,0
traumatic hemorrhagic shock,revised trauma score,0
traumatic hemorrhagic shock,risk factors,0
traumatic hemorrhagic shock,(roc),1
traumatic hemorrhagic shock,receiver operating characteristic curves,0
traumatic hemorrhagic shock,respiration rate,0
traumatic hemorrhagic shock,red cell count,0
traumatic hemorrhagic shock,sdh,0
traumatic hemorrhagic shock,sorbitol dehydrogenase,0
traumatic hemorrhagic shock,sodium,1
traumatic hemorrhagic shock,suppressor t-cells,0
traumatic hemorrhagic shock,(scr),1
traumatic hemorrhagic shock,screening methods,0
traumatic hemorrhagic shock,sequential organ failure assessment,0
traumatic hemorrhagic shock,sofa,0
traumatic hemorrhagic shock,trauma scoring systems,0
traumatic hemorrhagic shock,test,2
traumatic hemorrhagic shock,testing,0
traumatic hemorrhagic shock,(tff3),0
traumatic hemorrhagic shock,trefoil factor 3,0
traumatic hemorrhagic shock,triss,0
traumatic hemorrhagic shock,troponin,0
traumatic hemorrhagic shock,temperature,0
traumatic hemorrhagic shock,trypsinogen-2,0
traumatic hemorrhagic shock,trypsin-2-a1antitrypsin complex,0
traumatic hemorrhagic shock,trypsin-2-aat,0
traumatic hemorrhagic shock,total and segmented leukocytes,0
traumatic hemorrhagic shock,total t lymphocytes,0
traumatic hemorrhagic shock,(ttl),0
traumatic hemorrhagic shock,tuftsin,0
traumatic hemorrhagic shock,the post-traumatic plasma levels of soluble tumor necrosis factor receptors p55 and p75,0
traumatic hemorrhagic shock,urea,2
traumatic hemorrhagic shock,ultrasound,0
traumatic hemorrhagic shock,white blood cell count,0
traumatic hemorrhagic shock,(wbc),0
traumatic hemorrhagic shock,valproic acid,0
traumatic hemorrhagic shock,(vpa),0
traumatic hemorrhagic shock,vascular endothelial growth factor,0
traumatic hemorrhagic shock,(vegf),0
traumatic hemorrhagic shock,venous thromboembolism,0
traumatic hemorrhagic shock,(vte),0
traumatic coagulopathy,α-fetoprotein,0
traumatic coagulopathy,4-hydroxy-phenylpyruvate dioxygenase (hpd),0
traumatic coagulopathy,5’ nucleotidase,0
traumatic coagulopathy,alpha-glutathiones-transferase,0
traumatic coagulopathy,alpha fetoprotein,0
traumatic coagulopathy,(afp),0
traumatic coagulopathy,arginase-1,0
traumatic coagulopathy,arginase 1,0
traumatic coagulopathy,(arg1),0
traumatic coagulopathy,argininosuccinate synthetase,0
traumatic coagulopathy,(ass),0
traumatic coagulopathy,abbreviated injury scale,0
traumatic coagulopathy,albumin,0
traumatic coagulopathy,amylase,0
traumatic coagulopathy,alt: alanine aminotransferase,0
traumatic coagulopathy,alp: alkaline phosphatase,0
traumatic coagulopathy,ast: aspartate aminotransferase,0
traumatic coagulopathy,apache ii,0
traumatic coagulopathy,area under the receiver operating characteristic curve,3
traumatic coagulopathy,arterial pressure,2
traumatic coagulopathy,arterial partial pressure of carbon dioxide,0
traumatic coagulopathy,arterial partial pressure of oxygen,0
traumatic coagulopathy,aurocs,0
traumatic coagulopathy,auc,2
traumatic coagulopathy,active t lymphocytes,0
traumatic coagulopathy,(atl),0
traumatic coagulopathy,amylase,0
traumatic coagulopathy,amyloid a,0
traumatic coagulopathy,arterial ph,1
traumatic coagulopathy,bilirubin,0
traumatic coagulopathy,biochemical,0
traumatic coagulopathy,biochemical marker,0
traumatic coagulopathy,biochemical panel,0
traumatic coagulopathy,biomarkers,1
traumatic coagulopathy,biomarker panel,0
traumatic coagulopathy,biochemical parameters,0
traumatic coagulopathy,blood urine nitrogen,0
traumatic coagulopathy,blood pressure,6
traumatic coagulopathy,bun,0
traumatic coagulopathy,bnp,0
traumatic coagulopathy,b lymphocytes,0
traumatic coagulopathy,(cd3),0
traumatic coagulopathy,(cd4),0
traumatic coagulopathy,(cd8),0
traumatic coagulopathy,complete blood counts,0
traumatic coagulopathy,c3 complement,0
traumatic coagulopathy,complement factor b,0
traumatic coagulopathy,computed tomogram,0
traumatic coagulopathy,c5a,1
traumatic coagulopathy,chip,0
traumatic coagulopathy,ck-mb,0
traumatic coagulopathy,clinical factors,0
traumatic coagulopathy,clinical variable,0
traumatic coagulopathy,creatinine,0
traumatic coagulopathy,creatine kinase,0
traumatic coagulopathy,c-reactive protein,0
traumatic coagulopathy,crp,0
traumatic coagulopathy,coagulation tests,12
traumatic coagulopathy,complement,1
traumatic coagulopathy,computed tomography,0
traumatic coagulopathy,computed tomographic scanning,0
traumatic coagulopathy,creatine kinase muscle and brain,0
traumatic coagulopathy,ctni,0
traumatic coagulopathy,ct scan,0
traumatic coagulopathy,cystatin c,0
traumatic coagulopathy,cystatin-c,0
traumatic coagulopathy,cxcl10,0
traumatic coagulopathy,cxcr3,0
traumatic coagulopathy,cadherin-5,0
traumatic coagulopathy,calcium,0
traumatic coagulopathy,caspase cleaved cytokeratin 18,0
traumatic coagulopathy,(cck18),0
traumatic coagulopathy,cdh5,0
traumatic coagulopathy,ceruloplasmin,0
traumatic coagulopathy,clinical parameters,0
traumatic coagulopathy,collagen iv,0
traumatic coagulopathy,cytokeratin 18,0
traumatic coagulopathy,d-dimer,6
traumatic coagulopathy,diagnosis,22
traumatic coagulopathy,diagnostic,6
traumatic coagulopathy,diagnostic modelling,0
traumatic coagulopathy,estimated glomerular filtration rate,0
traumatic coagulopathy,estrogen sulfotransferase,0
traumatic coagulopathy,egfr,0
traumatic coagulopathy,(est-1),0
traumatic coagulopathy,fabps,0
traumatic coagulopathy,fabp,0
traumatic coagulopathy,fatty acid binding protein,0
traumatic coagulopathy,fatty acid binding protein 1,0
traumatic coagulopathy,fdp,0
traumatic coagulopathy,fibrin degradation products,0
traumatic coagulopathy,fibrin/fibrinogen degradation products,0
traumatic coagulopathy,fibrinogen,20
traumatic coagulopathy,fibtem,2
traumatic coagulopathy,full blood cell count,0
traumatic coagulopathy,f- protein,0
traumatic coagulopathy,fabp1,0
traumatic coagulopathy,glucose,0
traumatic coagulopathy,glutathione s-transferases (gst),0
traumatic coagulopathy,gamma glutamyl transferase,0
traumatic coagulopathy,glasgow coma scale,3
traumatic coagulopathy,glutamate dehydrogenase,0
traumatic coagulopathy,gldh,0
traumatic coagulopathy,gstα,0
traumatic coagulopathy,gsta,0
traumatic coagulopathy,glutathione s-transferase alpha,0
traumatic coagulopathy,hemoglobin,3
traumatic coagulopathy,hematocrite,0
traumatic coagulopathy,hs-crp,0
traumatic coagulopathy,hscrp,0
traumatic coagulopathy,hyaluronic acid,0
traumatic coagulopathy,high mobility group box-1,1
traumatic coagulopathy,hmgb1,1
traumatic coagulopathy,howell–jolly bodies,0
traumatic coagulopathy,human leucocyte antigen,0
traumatic coagulopathy,heart rate,2
traumatic coagulopathy,helper t cells,0
traumatic coagulopathy,(hla)-dr,0
traumatic coagulopathy,hppd,0
traumatic coagulopathy,i-fabp,0
traumatic coagulopathy,il-6,2
traumatic coagulopathy,il-8,0
traumatic coagulopathy,il-10,0
traumatic coagulopathy,il-18,0
traumatic coagulopathy,imaging,3
traumatic coagulopathy,independent predictors,2
traumatic coagulopathy,injury severity score,17
traumatic coagulopathy,intestinal-fabp,0
traumatic coagulopathy,iss,6
traumatic coagulopathy,immunoglobulins,0
traumatic coagulopathy,iga,0
traumatic coagulopathy,igm,0
traumatic coagulopathy,igg,0
traumatic coagulopathy,ip-10,0
traumatic coagulopathy,jolly bodies,0
traumatic coagulopathy,kidney injury molecule-1,0
traumatic coagulopathy,(kim-1),0
traumatic coagulopathy,k18,0
traumatic coagulopathy,lect2,0
traumatic coagulopathy,leucocyte cell-derived chemotaxin-2,0
